complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C001766,2026-02-09,Customer Service,Unable to reach relationship manager. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Madhya Pradesh,Branch,Resolved,5
C001767,2025-01-03,Fraud / Unauthorized Transactions,Fraudulent transaction on my prepaid card. My account was compromised and Rs 3000 was withdrawn through an ATM I never visited.,Tamil Nadu,Website,Resolved,19
C001768,2025-11-10,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,Telangana,Mobile App,Pending,
C001769,2025-10-22,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Haryana,Branch,Pending,
C001770,2025-07-25,Account Opening / KYC,"Repeated requests for KYC documents already submitted. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Gujarat,Mobile App,Resolved,6
C001771,2025-05-13,Loan / Credit,Incorrect interest calculation on my loan account. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Tamil Nadu,Call Centre,Closed - No Action,8
C001772,2026-01-06,Account Opening / KYC,Repeated requests for KYC documents already submitted. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Odisha,Call Centre,Resolved,5
C001773,2025-05-05,Loan / Credit,Incorrect interest calculation on my loan account. I was charged foreclosure charges of Rs 25000 that were never explained to me when I took the loan.,Uttar Pradesh,Branch,Escalated,
C001774,2025-12-12,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 4999 from my account. My account was compromised and Rs 4999 was withdrawn through an ATM I never visited.,Rajasthan,Website,Resolved,10
C001775,2025-04-05,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 15000 from my account. Someone used my UPI ID to transfer Rs 15000 without my knowledge or consent.,Gujarat,Branch,Resolved,1
C001776,2025-03-06,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI transaction of Rs 4999 failed on the app but the amount was debited from my account and not reversed.,Kerala,Website,Resolved,5
C001777,2026-02-03,ATM / Card Issues,ATM did not dispense cash but amount debited. I was charged twice for a single annual card fee this quarter.,Gujarat,Mobile App,Escalated,
C001778,2025-07-14,Charges / Fees,SMS alert charges billed incorrectly. SMS alert charges of Rs 25000 were deducted even though I have not used the SMS alert facility.,Rajasthan,Website,Pending,
C001779,2026-04-14,Customer Service,Long waiting time for grievance redressal. I have been unable to reach my assigned relationship manager despite repeated attempts.,Telangana,Call Centre,Resolved,15
C001780,2025-01-04,ATM / Card Issues,ATM swallowed my debit card. My debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,West Bengal,Call Centre,Resolved,17
C001781,2025-05-18,Account Opening / KYC,Delay in re-KYC process. I completed my KYC formalities over three weeks ago but my account is still not activated.,Bihar,Website,Escalated,
C001782,2025-12-15,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 1200 initiated three days ago is still showing as pending status.,Punjab,Mobile App,Resolved,9
C001783,2026-03-12,Charges / Fees,Minimum balance penalty despite maintaining balance. The GST charged on my banking fees this month is higher than the applicable rate.,Tamil Nadu,Branch,Resolved,10
C001784,2025-12-15,Customer Service,Branch staff misbehavior during visit. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Maharashtra,Website,Escalated,
C001785,2026-02-21,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 1200 was deducted twice from my account in the same billing cycle.,Tamil Nadu,Call Centre,Resolved,7
C001786,2025-04-13,ATM / Card Issues,Card declined despite sufficient balance. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,West Bengal,Call Centre,Resolved,12
C001787,2025-08-26,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 2500 without my authorization.,Tamil Nadu,Website,Resolved,11
C001788,2025-11-01,Charges / Fees,Excess GST charged on banking fees. The GST charged on my banking fees this month is higher than the applicable rate.,Gujarat,Mobile App,Closed - No Action,7
C001789,2025-02-23,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 10000 was deducted twice from my account in the same billing cycle.,Maharashtra,Website,Resolved,6
C001790,2026-01-05,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 1200 from my account. My account was compromised and Rs 1200 was withdrawn through an ATM I never visited.,Madhya Pradesh,Branch,Resolved,11
C001791,2025-04-17,Fraud / Unauthorized Transactions,Fraudulent transaction on my credit card. I did not share my OTP with anyone yet Rs 7500 was debited from my savings account.,Uttar Pradesh,Email,Pending,
C001792,2026-02-22,ATM / Card Issues,Card declined despite sufficient balance. My credit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Madhya Pradesh,Call Centre,Resolved,11
C001793,2025-03-02,Digital Banking / UPI,UPI autopay deducted incorrect amount. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Haryana,Website,Resolved,4
C001794,2026-02-26,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Tamil Nadu,Call Centre,Closed - No Action,5
C001795,2026-05-25,ATM / Card Issues,ATM swallowed my debit card. I was charged twice for a single annual card fee this quarter.,Kerala,Call Centre,Resolved,15
C001796,2025-09-12,Customer Service,Unable to reach relationship manager. I have called customer care multiple times over the past week regarding my issue but have received no response.,Uttar Pradesh,Branch,Resolved,14
C001797,2025-08-12,ATM / Card Issues,ATM swallowed my debit card. My debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Karnataka,Mobile App,Resolved,9
C001798,2025-07-31,Charges / Fees,Unexplained deduction of maintenance charges. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Delhi,Mobile App,Resolved,9
C001799,2026-06-16,Charges / Fees,Hidden charges on account statement. My account statement shows multiple charges of Rs 7500 that were never explained to me.,Rajasthan,Branch,Pending,
C001800,2025-07-12,Charges / Fees,Hidden charges on account statement. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Haryana,Branch,Escalated,
C001801,2025-09-16,Account Opening / KYC,Delay in re-KYC process. I completed my KYC formalities over three weeks ago but my account is still not activated.,Odisha,Mobile App,Resolved,6
C001802,2025-04-24,Customer Service,Branch staff misbehavior during visit. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Delhi,Call Centre,Escalated,
C001803,2026-06-27,Loan / Credit,Incorrect interest calculation on my loan account. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Rajasthan,Call Centre,Resolved,9
C001804,2026-05-04,Loan / Credit,Loan foreclosure charges not disclosed. My EMI of Rs 3000 was deducted twice from my account in the same billing cycle.,Rajasthan,Branch,Closed - No Action,8
C001805,2026-06-06,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I noticed an unauthorized transaction of Rs 3000 on my prepaid card statement which I did not perform.,Delhi,Mobile App,Pending,
C001806,2026-06-13,Loan / Credit,Incorrect interest calculation on my loan account. My EMI of Rs 7500 was deducted twice from my account in the same billing cycle.,Kerala,Email,Escalated,
C001807,2025-09-16,Fraud / Unauthorized Transactions,Fraudulent transaction on my debit card. Someone used my UPI ID to transfer Rs 1200 without my knowledge or consent.,Punjab,Website,Escalated,
C001808,2025-01-04,Charges / Fees,Hidden charges on account statement. The GST charged on my banking fees this month is higher than the applicable rate.,Uttar Pradesh,Call Centre,Resolved,15
C001809,2025-01-02,Charges / Fees,Excess GST charged on banking fees. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Kerala,Email,Resolved,12
C001810,2026-01-01,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Rajasthan,Website,Resolved,18
C001811,2026-01-01,ATM / Card Issues,ATM did not dispense cash but amount debited. I was charged twice for a single annual card fee this quarter.,Karnataka,Email,Resolved,9
C001812,2025-05-21,Digital Banking / UPI,UPI transaction failed but amount debited. My UPI autopay mandate deducted Rs 500 which is more than the agreed subscription amount.,Haryana,Mobile App,Resolved,14
C001813,2025-04-16,ATM / Card Issues,"Card declined despite sufficient balance. I attempted to withdraw Rs 15000 from an ATM but cash was not dispensed, yet my account was debited.",Madhya Pradesh,Email,Pending,
C001814,2026-01-15,Customer Service,Branch staff misbehavior during visit. I was treated rudely by the branch staff when I visited to resolve my account issue.,Gujarat,Mobile App,Resolved,8
C001815,2025-12-15,Loan / Credit,Loan foreclosure charges not disclosed. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Bihar,Mobile App,Closed - No Action,22
C001816,2025-10-11,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 4999 from my account. My account was compromised and Rs 4999 was withdrawn through an ATM I never visited.,Uttar Pradesh,Email,Resolved,3
C001817,2025-04-01,Charges / Fees,Minimum balance penalty despite maintaining balance. I was charged Rs 3000 as account maintenance charges without prior intimation.,Karnataka,Website,Resolved,1
C001818,2026-04-09,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 500 was deducted twice from my account in the same billing cycle.,Telangana,Website,Resolved,14
C001819,2025-08-28,Fraud / Unauthorized Transactions,Fraudulent transaction on my credit card. I noticed an unauthorized transaction of Rs 4999 on my credit card statement which I did not perform.,Kerala,Branch,Pending,
C001820,2026-04-17,ATM / Card Issues,Card blocked without any prior notice. I was charged twice for a single annual card fee this quarter.,Rajasthan,Branch,Resolved,17
C001821,2026-01-11,Digital Banking / UPI,UPI transaction failed but amount debited. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Odisha,Call Centre,Pending,
C001822,2026-05-01,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 10000 were deducted even though I have not used the SMS alert facility.,Delhi,Email,Resolved,9
C001823,2025-06-07,Fraud / Unauthorized Transactions,Fraudulent transaction on my credit card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 1200 without my authorization.,Gujarat,Branch,Resolved,10
C001824,2026-06-28,Customer Service,Unable to reach relationship manager. I have been unable to reach my assigned relationship manager despite repeated attempts.,Odisha,Website,Closed - No Action,20
C001825,2025-08-09,Loan / Credit,Credit score impacted due to incorrect reporting. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Gujarat,Branch,Closed - No Action,3
C001826,2025-08-08,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Karnataka,Email,Closed - No Action,12
C001827,2025-04-29,Loan / Credit,Incorrect interest calculation on my loan account. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Delhi,Mobile App,Escalated,
C001828,2026-02-09,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Bihar,Branch,Closed - No Action,1
C001829,2025-05-10,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I noticed an unauthorized transaction of Rs 25000 on my credit card statement which I did not perform.,Madhya Pradesh,Mobile App,Resolved,20
C001830,2025-04-06,ATM / Card Issues,Duplicate card charges applied. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,West Bengal,Website,Resolved,12
C001831,2025-07-30,ATM / Card Issues,ATM swallowed my debit card. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Maharashtra,Website,Resolved,11
C001832,2025-03-24,ATM / Card Issues,ATM did not dispense cash but amount debited. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,West Bengal,Email,Pending,
C001833,2025-01-12,ATM / Card Issues,"ATM did not dispense cash but amount debited. I attempted to withdraw Rs 4999 from an ATM but cash was not dispensed, yet my account was debited.",Punjab,Mobile App,Escalated,
C001834,2025-03-25,Charges / Fees,Minimum balance penalty despite maintaining balance. SMS alert charges of Rs 500 were deducted even though I have not used the SMS alert facility.,Karnataka,Email,Resolved,1
C001835,2025-02-28,Charges / Fees,Excess GST charged on banking fees. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Kerala,Website,Escalated,
C001836,2025-04-28,Fraud / Unauthorized Transactions,Money debited without my consent. My account was compromised and Rs 2500 was withdrawn through an ATM I never visited.,Madhya Pradesh,Call Centre,Escalated,
C001837,2025-06-01,Charges / Fees,SMS alert charges billed incorrectly. I was charged Rs 4999 as account maintenance charges without prior intimation.,Rajasthan,Website,Resolved,2
C001838,2026-05-29,Charges / Fees,SMS alert charges billed incorrectly. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Uttar Pradesh,Call Centre,Pending,
C001839,2026-04-24,Account Opening / KYC,Nominee details not updated despite request. My re-KYC request submitted online has not been processed for over a month.,Bihar,Mobile App,Resolved,5
C001840,2025-12-16,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. Someone used my UPI ID to transfer Rs 4999 without my knowledge or consent.,Delhi,Email,Resolved,8
C001841,2025-06-02,Account Opening / KYC,Repeated requests for KYC documents already submitted. My re-KYC request submitted online has not been processed for over a month.,Madhya Pradesh,Branch,Escalated,
C001842,2025-06-24,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 7500 was deducted twice from my account in the same billing cycle.,Gujarat,Mobile App,Escalated,
C001843,2025-08-01,Digital Banking / UPI,UPI transaction failed but amount debited. A fund transfer of Rs 500 initiated three days ago is still showing as pending status.,Bihar,Website,Resolved,4
C001844,2026-06-23,Digital Banking / UPI,UPI transaction failed but amount debited. My UPI autopay mandate deducted Rs 15000 which is more than the agreed subscription amount.,Uttar Pradesh,Mobile App,Resolved,13
C001845,2026-06-26,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 10000 as account maintenance charges without prior intimation.,Tamil Nadu,Call Centre,Pending,
C001846,2026-06-13,Charges / Fees,Hidden charges on account statement. SMS alert charges of Rs 2500 were deducted even though I have not used the SMS alert facility.,Kerala,Branch,Resolved,10
C001847,2025-06-08,Digital Banking / UPI,Unable to reset net banking password. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Delhi,Email,Pending,
C001848,2025-11-11,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI autopay mandate deducted Rs 4999 which is more than the agreed subscription amount.,Gujarat,Branch,Resolved,11
C001849,2025-11-14,Loan / Credit,Loan foreclosure charges not disclosed. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Tamil Nadu,Mobile App,Closed - No Action,12
C001850,2025-06-10,Account Opening / KYC,Account frozen due to KYC mismatch. My re-KYC request submitted online has not been processed for over a month.,Haryana,Mobile App,Resolved,9
C001851,2025-07-11,ATM / Card Issues,Duplicate card charges applied. I was charged twice for a single annual card fee this quarter.,Haryana,Mobile App,Resolved,1
C001852,2026-02-26,Customer Service,Long waiting time for grievance redressal. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Haryana,Call Centre,Escalated,
C001853,2026-01-13,Digital Banking / UPI,Mobile banking app not reflecting correct balance. My UPI transaction of Rs 50000 failed on the app but the amount was debited from my account and not reversed.,Haryana,Call Centre,Resolved,6
C001854,2025-12-15,Loan / Credit,Credit score impacted due to incorrect reporting. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Telangana,Mobile App,Resolved,2
C001855,2025-08-02,Charges / Fees,SMS alert charges billed incorrectly. SMS alert charges of Rs 4999 were deducted even though I have not used the SMS alert facility.,Madhya Pradesh,Call Centre,Closed - No Action,10
C001856,2025-05-25,Digital Banking / UPI,Fund transfer stuck in pending status. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Maharashtra,Mobile App,Escalated,
C001857,2025-05-07,Customer Service,Unable to reach relationship manager. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Bihar,Branch,Resolved,5
C001858,2025-08-10,ATM / Card Issues,Card blocked without any prior notice. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Uttar Pradesh,Email,Resolved,1
C001859,2026-06-02,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,West Bengal,Email,Resolved,1
C001860,2025-01-09,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I did not share my OTP with anyone yet Rs 15000 was debited from my savings account.,Punjab,Mobile App,Resolved,13
C001861,2025-05-11,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI transaction of Rs 1200 failed on the app but the amount was debited from my account and not reversed.,Madhya Pradesh,Mobile App,Escalated,
C001862,2025-09-28,ATM / Card Issues,ATM swallowed my debit card. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Haryana,Website,Pending,
C001863,2026-02-06,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I noticed an unauthorized transaction of Rs 10000 on my debit card statement which I did not perform.,Punjab,Call Centre,Resolved,19
C001864,2025-03-14,ATM / Card Issues,Duplicate card charges applied. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Haryana,Website,Escalated,
C001865,2025-10-27,Customer Service,No response from customer care for over a week. I have been unable to reach my assigned relationship manager despite repeated attempts.,Haryana,Mobile App,Resolved,3
C001866,2025-06-11,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Bihar,Website,Closed - No Action,13
C001867,2025-10-09,Digital Banking / UPI,Mobile banking app not reflecting correct balance. A fund transfer of Rs 2500 initiated three days ago is still showing as pending status.,Odisha,Mobile App,Resolved,6
C001868,2026-02-22,Customer Service,Unable to reach relationship manager. I have been unable to reach my assigned relationship manager despite repeated attempts.,Uttar Pradesh,Call Centre,Closed - No Action,10
C001869,2026-02-09,Customer Service,Branch staff misbehavior during visit. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Madhya Pradesh,Mobile App,Resolved,18
C001870,2025-07-17,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 2500 from my account. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 2500 without my authorization.,Uttar Pradesh,Website,Escalated,
C001871,2025-04-01,ATM / Card Issues,ATM swallowed my debit card. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Punjab,Mobile App,Escalated,
C001872,2025-08-06,Account Opening / KYC,Account not activated despite KYC completion. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,Delhi,Branch,Resolved,6
C001873,2026-06-06,Loan / Credit,Incorrect interest calculation on my loan account. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Telangana,Email,Resolved,6
C001874,2026-06-22,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Tamil Nadu,Mobile App,Escalated,
C001875,2026-06-25,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Punjab,Branch,Closed - No Action,10
C001876,2026-06-26,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,West Bengal,Website,Resolved,13
C001877,2026-04-08,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Uttar Pradesh,Website,Pending,
C001878,2025-03-08,Charges / Fees,Excess GST charged on banking fees. The GST charged on my banking fees this month is higher than the applicable rate.,Tamil Nadu,Website,Escalated,
C001879,2025-06-19,ATM / Card Issues,Duplicate card charges applied. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Bihar,Website,Resolved,10
C001880,2026-04-13,Digital Banking / UPI,Unable to reset net banking password. My UPI autopay mandate deducted Rs 10000 which is more than the agreed subscription amount.,Punjab,Call Centre,Resolved,5
C001881,2025-04-16,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Punjab,Website,Resolved,8
C001882,2025-04-21,Loan / Credit,Loan foreclosure charges not disclosed. I was charged foreclosure charges of Rs 50000 that were never explained to me when I took the loan.,Tamil Nadu,Branch,Resolved,11
C001883,2025-02-26,Charges / Fees,Excess GST charged on banking fees. The GST charged on my banking fees this month is higher than the applicable rate.,Kerala,Mobile App,Resolved,1
C001884,2026-04-14,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI transaction of Rs 15000 failed on the app but the amount was debited from my account and not reversed.,Odisha,Mobile App,Pending,
C001885,2025-08-22,Customer Service,Branch staff misbehavior during visit. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Bihar,Call Centre,Resolved,10
C001886,2025-10-19,Customer Service,Unable to reach relationship manager. I have called customer care multiple times over the past week regarding my issue but have received no response.,Odisha,Call Centre,Escalated,
C001887,2026-03-21,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Madhya Pradesh,Branch,Resolved,17
C001888,2026-03-21,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Maharashtra,Website,Pending,
C001889,2025-03-16,Account Opening / KYC,Account frozen due to KYC mismatch. My re-KYC request submitted online has not been processed for over a month.,Punjab,Email,Closed - No Action,10
C001890,2025-12-11,Fraud / Unauthorized Transactions,Phishing call led to unauthorized transfer. Someone used my UPI ID to transfer Rs 2500 without my knowledge or consent.,Punjab,Mobile App,Closed - No Action,16
C001891,2025-06-02,Loan / Credit,Delay in loan disbursement. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Madhya Pradesh,Call Centre,Resolved,10
C001892,2025-08-18,Customer Service,Branch staff misbehavior during visit. It has been over 20 days since I raised this grievance and there has been no update on the resolution.,Telangana,Website,Resolved,4
C001893,2025-02-26,Account Opening / KYC,Delay in re-KYC process. I completed my KYC formalities over three weeks ago but my account is still not activated.,Karnataka,Mobile App,Resolved,14
C001894,2025-03-09,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 3000 from my account. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Uttar Pradesh,Website,Resolved,8
C001895,2025-03-16,Customer Service,Complaint ticket closed without resolution. I have been unable to reach my assigned relationship manager despite repeated attempts.,West Bengal,Mobile App,Escalated,
C001896,2026-03-30,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Telangana,Branch,Pending,
C001897,2025-01-18,Fraud / Unauthorized Transactions,Money debited without my consent. Someone used my UPI ID to transfer Rs 7500 without my knowledge or consent.,Rajasthan,Email,Escalated,
C001898,2026-04-05,Digital Banking / UPI,Mobile banking app not reflecting correct balance. My UPI transaction of Rs 4999 failed on the app but the amount was debited from my account and not reversed.,Kerala,Email,Escalated,
C001899,2025-12-19,Charges / Fees,Excess GST charged on banking fees. SMS alert charges of Rs 10000 were deducted even though I have not used the SMS alert facility.,Rajasthan,Email,Resolved,11
C001900,2025-03-10,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Tamil Nadu,Mobile App,Pending,
C001901,2025-07-23,Account Opening / KYC,Account not activated despite KYC completion. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Karnataka,Mobile App,Resolved,1
C001902,2025-12-20,ATM / Card Issues,Card blocked without any prior notice. My RuPay debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Odisha,Mobile App,Closed - No Action,3
C001903,2025-03-22,Account Opening / KYC,Repeated requests for KYC documents already submitted. I completed my KYC formalities over three weeks ago but my account is still not activated.,Uttar Pradesh,Email,Resolved,12
C001904,2025-11-22,Fraud / Unauthorized Transactions,Fraudulent transaction on my prepaid card. I did not share my OTP with anyone yet Rs 3000 was debited from my savings account.,West Bengal,Email,Resolved,1
C001905,2025-10-31,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 3000 without my authorization.,Bihar,Mobile App,Resolved,9
C001906,2026-02-10,Customer Service,No response from customer care for over a week. I was treated rudely by the branch staff when I visited to resolve my account issue.,Gujarat,Call Centre,Resolved,19
C001907,2025-09-14,Loan / Credit,Delay in loan disbursement. I was charged foreclosure charges of Rs 500 that were never explained to me when I took the loan.,Gujarat,Email,Escalated,
C001908,2026-06-10,Digital Banking / UPI,Fund transfer stuck in pending status. A fund transfer of Rs 1200 initiated three days ago is still showing as pending status.,Delhi,Mobile App,Resolved,11
C001909,2025-07-06,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I did not share my OTP with anyone yet Rs 2500 was debited from my savings account.,Gujarat,Branch,Resolved,11
C001910,2026-03-25,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI autopay mandate deducted Rs 25000 which is more than the agreed subscription amount.,Gujarat,Branch,Resolved,15
C001911,2025-07-01,Charges / Fees,Unexplained deduction of maintenance charges. The GST charged on my banking fees this month is higher than the applicable rate.,West Bengal,Branch,Resolved,15
C001912,2026-03-15,Digital Banking / UPI,Fund transfer stuck in pending status. My UPI autopay mandate deducted Rs 15000 which is more than the agreed subscription amount.,Odisha,Mobile App,Resolved,8
C001913,2025-08-30,Account Opening / KYC,Delay in re-KYC process. My re-KYC request submitted online has not been processed for over a month.,Haryana,Mobile App,Closed - No Action,1
C001914,2025-03-28,Loan / Credit,Credit score impacted due to incorrect reporting. I was charged foreclosure charges of Rs 500 that were never explained to me when I took the loan.,Delhi,Branch,Pending,
C001915,2026-02-07,ATM / Card Issues,"Card blocked without any prior notice. I attempted to withdraw Rs 7500 from an ATM but cash was not dispensed, yet my account was debited.",Telangana,Call Centre,Pending,
C001916,2026-02-19,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 7500 from my account. Someone used my UPI ID to transfer Rs 7500 without my knowledge or consent.,Kerala,Mobile App,Resolved,7
C001917,2025-12-02,Digital Banking / UPI,UPI autopay deducted incorrect amount. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Uttar Pradesh,Website,Resolved,18
C001918,2025-10-23,Digital Banking / UPI,Mobile banking app not reflecting correct balance. A fund transfer of Rs 25000 initiated three days ago is still showing as pending status.,Haryana,Mobile App,Escalated,
C001919,2025-08-24,ATM / Card Issues,"Duplicate card charges applied. I attempted to withdraw Rs 2500 from an ATM but cash was not dispensed, yet my account was debited.",Madhya Pradesh,Email,Pending,
C001920,2025-05-14,Customer Service,Unable to reach relationship manager. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Bihar,Call Centre,Resolved,7
C001921,2025-12-22,Charges / Fees,Unexplained deduction of maintenance charges. I was charged a minimum balance penalty despite maintaining the required average monthly balance.,Punjab,Mobile App,Resolved,2
C001922,2025-08-29,Customer Service,Complaint ticket closed without resolution. I was treated rudely by the branch staff when I visited to resolve my account issue.,Gujarat,Email,Escalated,
C001923,2025-01-27,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,Rajasthan,Call Centre,Closed - No Action,7
C001924,2026-06-29,Account Opening / KYC,Delay in re-KYC process. My re-KYC request submitted online has not been processed for over a month.,Bihar,Email,Resolved,1
C001925,2026-06-13,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Rajasthan,Mobile App,Resolved,5
C001926,2026-02-13,Charges / Fees,Excess GST charged on banking fees. I was charged Rs 25000 as account maintenance charges without prior intimation.,Telangana,Branch,Pending,
C001927,2026-02-04,Loan / Credit,Incorrect interest calculation on my loan account. My EMI of Rs 500 was deducted twice from my account in the same billing cycle.,Bihar,Mobile App,Resolved,2
C001928,2025-06-30,Fraud / Unauthorized Transactions,Money debited without my consent. I did not share my OTP with anyone yet Rs 1200 was debited from my savings account.,West Bengal,Call Centre,Pending,
C001929,2026-04-17,Loan / Credit,Credit score impacted due to incorrect reporting. There has been an unexplained delay of over a month in disbursement of my sanctioned loan amount.,Karnataka,Branch,Resolved,2
C001930,2025-05-17,Loan / Credit,Loan foreclosure charges not disclosed. I was charged foreclosure charges of Rs 50000 that were never explained to me when I took the loan.,Kerala,Website,Pending,
C001931,2025-04-16,Charges / Fees,SMS alert charges billed incorrectly. SMS alert charges of Rs 4999 were deducted even though I have not used the SMS alert facility.,Telangana,Call Centre,Resolved,10
C001932,2025-12-18,ATM / Card Issues,ATM swallowed my debit card. My RuPay debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Bihar,Branch,Resolved,11
